id,bairro,titulo,preco,tags,descricao_longa
458,Jardins,Imóvel 458 em Itaim Bibi,1521509,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
459,Pinheiros,Imóvel 459 em Vila Mariana,2070205,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
460,Itaim Bibi,Imóvel 460 em Moema,625365,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
461,Vila Mariana,Imóvel 461 em Itaim Bibi,2033817,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
462,Jardins,Imóvel 462 em Itaim Bibi,351608,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
463,Vila Mariana,Imóvel 463 em Itaim Bibi,1642992,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
464,Vila Mariana,Imóvel 464 em Pinheiros,2177318,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
465,Vila Mariana,Imóvel 465 em Itaim Bibi,2180926,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
466,Jardins,Imóvel 466 em Moema,2158714,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
467,Itaim Bibi,Imóvel 467 em Itaim Bibi,2619056,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
468,Jardins,Imóvel 468 em Moema,641325,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
469,Moema,Imóvel 469 em Moema,2470724,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
470,Jardins,Imóvel 470 em Itaim Bibi,2525095,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
471,Jardins,Imóvel 471 em Jardins,1878023,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
472,Jardins,Imóvel 472 em Moema,1124933,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
473,Moema,Imóvel 473 em Itaim Bibi,1914187,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
474,Jardins,Imóvel 474 em Jardins,1150058,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
475,Pinheiros,Imóvel 475 em Jardins,1160496,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
476,Itaim Bibi,Imóvel 476 em Jardins,1222157,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
477,Jardins,Imóvel 477 em Vila Mariana,653783,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
478,Itaim Bibi,Imóvel 478 em Itaim Bibi,841347,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
479,Jardins,Imóvel 479 em Vila Mariana,705469,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
480,Pinheiros,Imóvel 480 em Vila Mariana,846431,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
481,Pinheiros,Imóvel 481 em Jardins,1023201,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
482,Pinheiros,Imóvel 482 em Jardins,326093,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
483,Pinheiros,Imóvel 483 em Vila Mariana,2788984,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
484,Pinheiros,Imóvel 484 em Jardins,2696835,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
485,Jardins,Imóvel 485 em Jardins,1737195,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
486,Vila Mariana,Imóvel 486 em Moema,924905,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
487,Vila Mariana,Imóvel 487 em Itaim Bibi,638947,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
488,Pinheiros,Imóvel 488 em Jardins,1851058,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
489,Pinheiros,Imóvel 489 em Vila Mariana,2108332,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
490,Pinheiros,Imóvel 490 em Pinheiros,311121,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
491,Moema,Imóvel 491 em Itaim Bibi,1996232,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
492,Jardins,Imóvel 492 em Pinheiros,1234161,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
493,Itaim Bibi,Imóvel 493 em Moema,844966,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
494,Itaim Bibi,Imóvel 494 em Moema,2102243,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
495,Vila Mariana,Imóvel 495 em Moema,1981602,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
496,Jardins,Imóvel 496 em Moema,2835259,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
497,Itaim Bibi,Imóvel 497 em Moema,1590680,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
498,Vila Mariana,Imóvel 498 em Jardins,2956566,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
499,Vila Mariana,Imóvel 499 em Vila Mariana,1153573,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
500,Itaim Bibi,Imóvel 500 em Vila Mariana,472124,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
501,Itaim Bibi,Imóvel 501 em Moema,565957,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
502,Vila Mariana,Imóvel 502 em Itaim Bibi,701097,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
503,Moema,Imóvel 503 em Itaim Bibi,2954749,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
504,Vila Mariana,Imóvel 504 em Jardins,1651114,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
505,Jardins,Imóvel 505 em Pinheiros,2569496,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
506,Jardins,Imóvel 506 em Pinheiros,1346938,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
507,Itaim Bibi,Imóvel 507 em Itaim Bibi,2769947,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
508,Vila Mariana,Imóvel 508 em Vila Mariana,2783175,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
509,Jardins,Imóvel 509 em Pinheiros,1083095,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
510,Itaim Bibi,Imóvel 510 em Itaim Bibi,1342981,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
511,Moema,Imóvel 511 em Vila Mariana,311274,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
512,Jardins,Imóvel 512 em Itaim Bibi,859678,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
513,Moema,Imóvel 513 em Itaim Bibi,1598594,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
514,Moema,Imóvel 514 em Itaim Bibi,1841400,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
515,Jardins,Imóvel 515 em Pinheiros,2494153,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
516,Pinheiros,Imóvel 516 em Moema,2259974,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
517,Moema,Imóvel 517 em Jardins,2214736,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
518,Vila Mariana,Imóvel 518 em Moema,2017626,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
519,Vila Mariana,Imóvel 519 em Moema,1999223,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
520,Pinheiros,Imóvel 520 em Jardins,1374369,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
521,Vila Mariana,Imóvel 521 em Vila Mariana,2334297,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
522,Moema,Imóvel 522 em Itaim Bibi,1815637,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
523,Jardins,Imóvel 523 em Vila Mariana,2892793,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
524,Jardins,Imóvel 524 em Vila Mariana,897567,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
525,Pinheiros,Imóvel 525 em Moema,705218,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
526,Vila Mariana,Imóvel 526 em Jardins,1060673,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
527,Vila Mariana,Imóvel 527 em Moema,2183709,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
528,Jardins,Imóvel 528 em Moema,511619,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
529,Moema,Imóvel 529 em Vila Mariana,2209653,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
530,Pinheiros,Imóvel 530 em Itaim Bibi,2643580,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
531,Vila Mariana,Imóvel 531 em Itaim Bibi,603171,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
532,Jardins,Imóvel 532 em Itaim Bibi,2219110,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
533,Jardins,Imóvel 533 em Vila Mariana,2432899,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
534,Itaim Bibi,Imóvel 534 em Itaim Bibi,2266392,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
535,Vila Mariana,Imóvel 535 em Jardins,2973220,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
536,Pinheiros,Imóvel 536 em Moema,1071615,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
537,Moema,Imóvel 537 em Jardins,2928568,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
538,Vila Mariana,Imóvel 538 em Moema,2103461,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
539,Itaim Bibi,Imóvel 539 em Moema,2816621,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
540,Moema,Imóvel 540 em Pinheiros,2892463,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
541,Moema,Imóvel 541 em Jardins,1499242,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
542,Jardins,Imóvel 542 em Jardins,488673,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
543,Pinheiros,Imóvel 543 em Itaim Bibi,1219564,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
544,Pinheiros,Imóvel 544 em Moema,2040841,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
545,Vila Mariana,Imóvel 545 em Moema,2150890,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
546,Vila Mariana,Imóvel 546 em Moema,813813,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
547,Vila Mariana,Imóvel 547 em Moema,2735837,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
548,Moema,Imóvel 548 em Moema,365952,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
549,Itaim Bibi,Imóvel 549 em Moema,2575144,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
550,Vila Mariana,Imóvel 550 em Moema,1618731,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
551,Moema,Imóvel 551 em Itaim Bibi,314235,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
552,Itaim Bibi,Imóvel 552 em Itaim Bibi,2808680,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
553,Jardins,Imóvel 553 em Itaim Bibi,728383,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
554,Vila Mariana,Imóvel 554 em Vila Mariana,2382939,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
555,Jardins,Imóvel 555 em Itaim Bibi,927373,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
556,Jardins,Imóvel 556 em Moema,2300566,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
557,Jardins,Imóvel 557 em Pinheiros,1367078,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
558,Moema,Imóvel 558 em Pinheiros,498908,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
559,Vila Mariana,Imóvel 559 em Itaim Bibi,1769803,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
560,Jardins,Imóvel 560 em Jardins,2259904,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
561,Pinheiros,Imóvel 561 em Pinheiros,436421,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
562,Jardins,Imóvel 562 em Moema,484583,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
563,Moema,Imóvel 563 em Pinheiros,2564512,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
564,Vila Mariana,Imóvel 564 em Vila Mariana,1464172,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
565,Pinheiros,Imóvel 565 em Moema,1964450,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
566,Vila Mariana,Imóvel 566 em Vila Mariana,1364529,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
567,Itaim Bibi,Imóvel 567 em Pinheiros,2561055,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
568,Itaim Bibi,Imóvel 568 em Itaim Bibi,2577212,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
569,Vila Mariana,Imóvel 569 em Pinheiros,1932179,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
570,Moema,Imóvel 570 em Jardins,2532792,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
571,Jardins,Imóvel 571 em Itaim Bibi,2673032,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
572,Moema,Imóvel 572 em Itaim Bibi,924110,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
573,Moema,Imóvel 573 em Pinheiros,791639,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
574,Moema,Imóvel 574 em Moema,817446,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
575,Itaim Bibi,Imóvel 575 em Itaim Bibi,1308002,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
576,Moema,Imóvel 576 em Jardins,2468867,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
577,Pinheiros,Imóvel 577 em Moema,2435907,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
578,Itaim Bibi,Imóvel 578 em Vila Mariana,2529969,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
579,Itaim Bibi,Imóvel 579 em Moema,1777883,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
580,Jardins,Imóvel 580 em Pinheiros,2852625,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
581,Itaim Bibi,Imóvel 581 em Pinheiros,1304778,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
582,Moema,Imóvel 582 em Pinheiros,674265,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
583,Vila Mariana,Imóvel 583 em Moema,1771250,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
584,Pinheiros,Imóvel 584 em Itaim Bibi,1864243,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
585,Moema,Imóvel 585 em Itaim Bibi,475029,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
586,Jardins,Imóvel 586 em Itaim Bibi,851841,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
587,Moema,Imóvel 587 em Pinheiros,2833480,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
588,Moema,Imóvel 588 em Pinheiros,2550333,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
589,Itaim Bibi,Imóvel 589 em Moema,1291957,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
590,Pinheiros,Imóvel 590 em Jardins,1134305,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
591,Itaim Bibi,Imóvel 591 em Itaim Bibi,1205195,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
592,Jardins,Imóvel 592 em Jardins,1788682,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
593,Itaim Bibi,Imóvel 593 em Vila Mariana,1837980,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
594,Jardins,Imóvel 594 em Pinheiros,466336,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
595,Itaim Bibi,Imóvel 595 em Itaim Bibi,773287,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
596,Moema,Imóvel 596 em Vila Mariana,2087666,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
597,Pinheiros,Imóvel 597 em Vila Mariana,2480730,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
598,Moema,Imóvel 598 em Jardins,452037,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
599,Itaim Bibi,Imóvel 599 em Jardins,2139328,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
600,Vila Mariana,Imóvel 600 em Jardins,1791020,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
601,Jardins,Imóvel 601 em Pinheiros,729703,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
602,Jardins,Imóvel 602 em Vila Mariana,1268979,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
603,Pinheiros,Imóvel 603 em Moema,916265,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
604,Vila Mariana,Imóvel 604 em Moema,2822717,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
605,Itaim Bibi,Imóvel 605 em Vila Mariana,2138374,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
606,Jardins,Imóvel 606 em Moema,1204552,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
607,Moema,Imóvel 607 em Pinheiros,660863,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
608,Itaim Bibi,Imóvel 608 em Itaim Bibi,520769,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
609,Jardins,Imóvel 609 em Moema,561178,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
610,Moema,Imóvel 610 em Jardins,824740,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
611,Itaim Bibi,Imóvel 611 em Jardins,2807131,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
612,Itaim Bibi,Imóvel 612 em Pinheiros,2958851,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
613,Vila Mariana,Imóvel 613 em Vila Mariana,467176,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
614,Pinheiros,Imóvel 614 em Moema,2206840,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
615,Moema,Imóvel 615 em Pinheiros,565937,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
616,Vila Mariana,Imóvel 616 em Itaim Bibi,453655,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
617,Pinheiros,Imóvel 617 em Jardins,2719410,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
618,Jardins,Imóvel 618 em Vila Mariana,1540713,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
619,Pinheiros,Imóvel 619 em Pinheiros,2914004,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
620,Moema,Imóvel 620 em Vila Mariana,912366,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
621,Pinheiros,Imóvel 621 em Itaim Bibi,2226880,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
622,Itaim Bibi,Imóvel 622 em Pinheiros,1564497,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
623,Pinheiros,Imóvel 623 em Vila Mariana,1897962,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
624,Moema,Imóvel 624 em Moema,2171214,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
625,Jardins,Imóvel 625 em Vila Mariana,535396,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
626,Itaim Bibi,Imóvel 626 em Itaim Bibi,1175976,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
627,Vila Mariana,Imóvel 627 em Pinheiros,893098,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
628,Itaim Bibi,Imóvel 628 em Vila Mariana,1523636,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
629,Itaim Bibi,Imóvel 629 em Moema,895404,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
630,Vila Mariana,Imóvel 630 em Vila Mariana,2852656,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
631,Jardins,Imóvel 631 em Itaim Bibi,2423971,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
632,Moema,Imóvel 632 em Jardins,2958534,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
633,Moema,Imóvel 633 em Itaim Bibi,369079,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
634,Moema,Imóvel 634 em Pinheiros,1100912,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
635,Jardins,Imóvel 635 em Moema,1501641,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
636,Pinheiros,Imóvel 636 em Jardins,2690962,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
637,Pinheiros,Imóvel 637 em Moema,1490490,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
638,Pinheiros,Imóvel 638 em Jardins,856101,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
639,Pinheiros,Imóvel 639 em Moema,920121,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
640,Vila Mariana,Imóvel 640 em Jardins,2425659,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
641,Moema,Imóvel 641 em Vila Mariana,457269,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
642,Vila Mariana,Imóvel 642 em Pinheiros,2631912,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
643,Pinheiros,Imóvel 643 em Vila Mariana,563708,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
644,Moema,Imóvel 644 em Jardins,1050378,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
645,Itaim Bibi,Imóvel 645 em Pinheiros,879251,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
646,Itaim Bibi,Imóvel 646 em Pinheiros,2523880,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
647,Itaim Bibi,Imóvel 647 em Vila Mariana,393510,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
648,Itaim Bibi,Imóvel 648 em Jardins,793363,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
649,Itaim Bibi,Imóvel 649 em Itaim Bibi,2845007,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
650,Itaim Bibi,Imóvel 650 em Moema,2064782,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
651,Jardins,Imóvel 651 em Moema,1992177,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
652,Pinheiros,Imóvel 652 em Jardins,2654188,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
653,Vila Mariana,Imóvel 653 em Pinheiros,885507,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
654,Jardins,Imóvel 654 em Itaim Bibi,656574,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
655,Vila Mariana,Imóvel 655 em Moema,2434655,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
656,Itaim Bibi,Imóvel 656 em Pinheiros,1627175,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
657,Itaim Bibi,Imóvel 657 em Vila Mariana,1209075,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
658,Moema,Imóvel 658 em Vila Mariana,1580191,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
659,Pinheiros,Imóvel 659 em Jardins,2779741,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
660,Jardins,Imóvel 660 em Pinheiros,2357966,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
661,Itaim Bibi,Imóvel 661 em Jardins,1279503,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
662,Vila Mariana,Imóvel 662 em Jardins,2721734,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
663,Vila Mariana,Imóvel 663 em Moema,1479870,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
664,Jardins,Imóvel 664 em Moema,2317230,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
665,Moema,Imóvel 665 em Moema,2660104,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
666,Jardins,Imóvel 666 em Pinheiros,2698934,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
667,Jardins,Imóvel 667 em Itaim Bibi,2846724,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
668,Jardins,Imóvel 668 em Pinheiros,1505395,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
669,Moema,Imóvel 669 em Vila Mariana,2929324,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
670,Moema,Imóvel 670 em Pinheiros,1884836,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
671,Vila Mariana,Imóvel 671 em Vila Mariana,2566259,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
672,Itaim Bibi,Imóvel 672 em Moema,610304,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
673,Itaim Bibi,Imóvel 673 em Jardins,710498,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
674,Moema,Imóvel 674 em Pinheiros,2627972,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
675,Pinheiros,Imóvel 675 em Vila Mariana,2469617,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
676,Pinheiros,Imóvel 676 em Moema,649435,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
677,Vila Mariana,Imóvel 677 em Jardins,1050153,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
678,Pinheiros,Imóvel 678 em Itaim Bibi,1938753,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
679,Jardins,Imóvel 679 em Vila Mariana,1792441,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
680,Jardins,Imóvel 680 em Pinheiros,1654783,"metro,praticidade",Apartamento bem localizado com excelente infraestrutura.
681,Jardins,Imóvel 681 em Vila Mariana,381373,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
682,Itaim Bibi,Imóvel 682 em Jardins,1862083,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
683,Jardins,Imóvel 683 em Pinheiros,1537196,"familia,seguranca",Apartamento bem localizado com excelente infraestrutura.
684,Itaim Bibi,Imóvel 684 em Vila Mariana,2746081,"varanda,piscina,academia",Apartamento bem localizado com excelente infraestrutura.
685,Moema,Imóvel 685 em Moema,660970,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
686,Moema,Imóvel 686 em Jardins,1637422,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
687,Jardins,Imóvel 687 em Jardins,882510,"luxo,vista,cobertura",Apartamento bem localizado com excelente infraestrutura.
